customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
CUST_042313,85,6,443461.32,3,4,5,Champions
CUST_042314,228,4,57335.82,2,3,2,At Risk
CUST_042315,124,4,86896.38,3,3,2,Others
CUST_042316,14,8,123049.09,5,5,3,Loyal Customers
CUST_042317,98,7,86816.69,3,5,2,Others
CUST_042318,134,4,40884.899999999994,2,3,1,At Risk
CUST_042319,213,5,121981.29000000001,2,3,3,At Risk
CUST_042320,288,5,139235.13999999998,1,3,3,At Risk
CUST_042321,86,8,121560.23999999999,3,5,3,Loyal Customers
CUST_042322,200,2,36435.26,2,1,1,Lost Customers
CUST_042323,249,6,150119.82,1,4,4,Champions
CUST_042324,90,4,127017.32,3,3,3,Loyal Customers
CUST_042325,6,6,190107.56,5,4,4,Champions
CUST_042326,33,9,487540.69999999995,4,5,5,Champions
CUST_042327,43,1,13298.05,4,1,1,Potential Loyalists
CUST_042328,20,5,148435.47,5,3,4,Loyal Customers
CUST_042329,129,6,213623.69999999998,3,4,4,Champions
CUST_042330,160,6,47018.87,2,4,1,At Risk
CUST_042331,54,8,44353.0,4,5,1,Potential Loyalists
CUST_042332,211,8,433244.07,2,5,5,Champions
CUST_042333,15,4,131854.0,5,3,3,Loyal Customers
CUST_042334,190,5,33002.18,2,3,1,At Risk
CUST_042335,126,6,155894.36000000002,3,4,4,Champions
CUST_042336,87,3,43329.229999999996,3,2,1,New Customers
CUST_042337,123,4,213852.53,3,3,4,Loyal Customers
CUST_042338,213,3,113742.67,2,2,3,Lost Customers
CUST_042339,0,10,296119.58,5,5,5,Champions
CUST_042340,17,7,156032.69,5,5,4,Champions
CUST_042341,244,4,111671.62,1,3,3,At Risk
CUST_042342,168,2,19698.27,2,1,1,Lost Customers
CUST_042343,80,6,573088.75,3,4,5,Champions
CUST_042344,87,4,36109.99,3,3,1,Others
CUST_042345,121,6,213122.53999999998,3,4,4,Champions
CUST_042346,63,6,178555.33,4,4,4,Champions
CUST_042347,22,4,46412.55,5,3,1,Potential Loyalists
CUST_042348,17,5,141669.15,5,3,3,Loyal Customers
CUST_042349,67,6,400750.13,4,4,5,Champions
CUST_042350,238,6,191556.88999999998,1,4,4,Champions
CUST_042351,4,3,18569.08,5,2,1,Potential Loyalists
CUST_042352,69,8,243163.26,4,5,5,Champions
CUST_042353,7,7,238934.36,5,5,5,Champions
CUST_042354,51,4,81486.23999999999,4,3,2,Potential Loyalists
CUST_042355,350,3,13760.51,1,2,1,Lost Customers
CUST_042356,111,4,139285.97,3,3,3,Loyal Customers
CUST_042357,252,3,161886.98,1,2,4,Lost Customers
CUST_042358,87,2,10591.78,3,1,1,New Customers
CUST_042359,13,7,123683.34,5,5,3,Loyal Customers
CUST_042360,22,3,14382.18,5,2,1,Potential Loyalists
CUST_042361,138,5,185613.88,2,3,4,At Risk
CUST_042362,373,2,201317.03999999998,1,1,4,Lost Customers
CUST_042363,22,4,28305.879999999997,5,3,1,Potential Loyalists
CUST_042364,572,1,2079.49,1,1,1,Lost Customers
CUST_042365,182,5,181749.57,2,3,4,At Risk
CUST_042366,64,6,180316.56,4,4,4,Champions
CUST_042367,373,1,145786.68,1,1,4,Lost Customers
CUST_042368,39,7,281512.36,4,5,5,Champions
CUST_042369,82,5,225777.63,3,3,5,Loyal Customers
CUST_042370,118,3,35346.78,3,2,1,New Customers
CUST_042371,323,1,64869.91,1,1,2,Lost Customers
CUST_042372,8,9,269249.19,5,5,5,Champions
CUST_042373,150,3,118558.49,2,2,3,Lost Customers
CUST_042374,87,4,51571.619999999995,3,3,2,Others
CUST_042375,106,5,205419.03000000003,3,3,4,Loyal Customers
CUST_042376,1,2,18267.579999999998,5,1,1,Potential Loyalists
CUST_042377,608,1,1390.82,1,1,1,Lost Customers
CUST_042378,169,6,135437.34,2,4,3,At Risk
CUST_042379,31,6,220131.93,5,4,4,Champions
CUST_042380,72,3,66740.12,4,2,2,Potential Loyalists
CUST_042381,117,11,239584.5,3,5,5,Champions
CUST_042382,4,5,81270.64,5,3,2,Potential Loyalists
CUST_042383,245,4,151154.82,1,3,4,At Risk
CUST_042384,205,3,4964.16,2,2,1,Lost Customers
CUST_042385,107,3,14064.140000000001,3,2,1,New Customers
CUST_042386,238,6,28096.43,1,4,1,At Risk
CUST_042387,102,6,135267.08000000002,3,4,3,Loyal Customers
CUST_042388,38,5,127508.57,4,3,3,Loyal Customers
CUST_042389,294,8,200408.78,1,5,4,Champions
CUST_042390,106,4,65442.579999999994,3,3,2,Others
CUST_042391,19,10,257967.24000000002,5,5,5,Champions
CUST_042392,43,7,89100.41,4,5,2,Potential Loyalists
CUST_042393,82,5,391371.21,3,3,5,Loyal Customers
CUST_042394,444,4,159037.71000000002,1,3,4,At Risk
CUST_042395,134,7,235674.46,2,5,5,Champions
CUST_042396,431,1,104610.1,1,1,3,Lost Customers
CUST_042397,163,4,65956.87,2,3,2,At Risk
CUST_042398,93,5,321229.0,3,3,5,Loyal Customers
CUST_042399,110,4,101022.12000000001,3,3,3,Loyal Customers
CUST_042400,149,3,45308.17,2,2,1,Lost Customers
CUST_042401,175,5,55927.189999999995,2,3,2,At Risk
CUST_042402,496,1,16373.34,1,1,1,Lost Customers
CUST_042403,257,3,99366.77,1,2,3,Lost Customers
CUST_042404,3,6,148628.29,5,4,4,Champions
CUST_042405,368,1,5814.9,1,1,1,Lost Customers
CUST_042406,159,8,138195.4,2,5,3,At Risk
CUST_042407,16,8,189799.79,5,5,4,Champions
CUST_042408,52,8,283461.38,4,5,5,Champions
CUST_042409,146,5,113238.87,2,3,3,At Risk
CUST_042410,75,7,187740.9,3,5,4,Champions
CUST_042411,64,8,266036.48,4,5,5,Champions
CUST_042412,141,5,95362.12999999999,2,3,3,At Risk
CUST_042413,32,5,21917.39,5,3,1,Potential Loyalists
CUST_042414,38,7,56525.159999999996,4,5,2,Potential Loyalists
CUST_042415,33,3,19463.739999999998,4,2,1,Potential Loyalists
CUST_042416,10,6,117751.95999999999,5,4,3,Loyal Customers
CUST_042417,173,4,5542.9400000000005,2,3,1,At Risk
CUST_042418,198,6,298720.33,2,4,5,Champions
CUST_042419,565,1,6130.47,1,1,1,Lost Customers
CUST_042420,176,4,203126.06,2,3,4,At Risk
CUST_042421,130,4,123756.79999999999,3,3,3,Loyal Customers
CUST_042422,14,7,125399.7,5,5,3,Loyal Customers
CUST_042423,140,4,257508.62000000002,2,3,5,At Risk
CUST_042424,332,3,146316.46000000002,1,2,4,Lost Customers
CUST_042425,76,10,299741.62,3,5,5,Champions
CUST_042426,81,5,20767.59,3,3,1,Others
CUST_042427,129,4,73236.87000000001,3,3,2,Others
CUST_042428,387,4,42705.130000000005,1,3,1,At Risk
CUST_042429,52,4,58490.77,4,3,2,Potential Loyalists
CUST_042430,8,7,305507.9,5,5,5,Champions
CUST_042431,99,2,102928.56,3,1,3,New Customers
CUST_042432,29,6,168204.88,5,4,4,Champions
CUST_042433,101,5,184310.89,3,3,4,Loyal Customers
CUST_042434,106,1,148595.0,3,1,4,New Customers
CUST_042435,46,3,269649.08,4,2,5,Potential Loyalists
CUST_042436,20,8,253628.78,5,5,5,Champions
CUST_042437,394,3,76220.91,1,2,2,Lost Customers
CUST_042438,162,4,35735.67,2,3,1,At Risk
CUST_042439,69,8,311707.45,4,5,5,Champions
CUST_042440,325,7,490165.22000000003,1,5,5,Champions
CUST_042441,48,3,17663.62,4,2,1,Potential Loyalists
CUST_042442,48,4,105990.6,4,3,3,Loyal Customers
CUST_042443,536,2,51560.17,1,1,2,Lost Customers
CUST_042444,21,3,77812.35,5,2,2,Potential Loyalists
CUST_042445,87,4,80679.48,3,3,2,Others
CUST_042446,205,3,76638.19,2,2,2,Lost Customers
CUST_042447,111,2,97122.45000000001,3,1,3,New Customers
CUST_042448,189,3,82237.0,2,2,2,Lost Customers
CUST_042449,159,7,93463.48,2,5,3,At Risk
CUST_042450,47,11,623189.6499999999,4,5,5,Champions
CUST_042451,268,5,53558.68,1,3,2,At Risk
CUST_042452,2,6,170416.3,5,4,4,Champions
CUST_042453,2,7,99585.15,5,5,3,Loyal Customers
CUST_042454,167,2,38297.14,2,1,1,Lost Customers
CUST_042455,141,6,152620.96,2,4,4,Champions
CUST_042456,5,7,47761.38,5,5,1,Potential Loyalists
CUST_042457,9,8,309086.45,5,5,5,Champions
CUST_042458,84,3,99379.24,3,2,3,New Customers
CUST_042459,164,5,59074.07,2,3,2,At Risk
CUST_042460,51,5,134554.24,4,3,3,Loyal Customers
CUST_042461,184,1,60990.2,2,1,2,Lost Customers
CUST_042462,130,10,156861.13,3,5,4,Champions
CUST_042463,10,5,337412.13,5,3,5,Loyal Customers
CUST_042464,5,5,104864.71,5,3,3,Loyal Customers
CUST_042465,160,4,80399.21,2,3,2,At Risk
CUST_042466,110,6,125422.68,3,4,3,Loyal Customers
CUST_042467,635,2,78767.72,1,1,2,Lost Customers
CUST_042468,202,4,58857.350000000006,2,3,2,At Risk
CUST_042469,67,4,199795.57,4,3,4,Loyal Customers
CUST_042470,126,5,266592.76,3,3,5,Loyal Customers
CUST_042471,184,6,242893.91999999998,2,4,5,Champions
CUST_042472,396,2,33101.72,1,1,1,Lost Customers
CUST_042473,244,6,138009.66999999998,1,4,3,At Risk
CUST_042474,400,1,214.71,1,1,1,Lost Customers
CUST_042475,27,6,64679.23,5,4,2,Potential Loyalists
CUST_042476,328,4,95455.21,1,3,3,At Risk
CUST_042477,141,4,121046.84,2,3,3,At Risk
CUST_042478,8,5,99758.44,5,3,3,Loyal Customers
CUST_042479,19,5,65046.87,5,3,2,Potential Loyalists
CUST_042480,19,9,162113.69,5,5,4,Champions
CUST_042481,346,2,54795.57000000001,1,1,2,Lost Customers
CUST_042482,22,5,208897.09,5,3,4,Loyal Customers
CUST_042483,136,4,122233.55,2,3,3,At Risk
CUST_042484,39,5,62176.20999999999,4,3,2,Potential Loyalists
CUST_042485,75,8,146102.58,3,5,4,Champions
CUST_042486,24,7,117798.02,5,5,3,Loyal Customers
CUST_042487,62,3,57519.3,4,2,2,Potential Loyalists
CUST_042488,225,5,122618.26000000001,2,3,3,At Risk
CUST_042489,170,2,12152.59,2,1,1,Lost Customers
CUST_042490,2,5,153486.31,5,3,4,Loyal Customers
CUST_042491,8,7,83099.89,5,5,2,Potential Loyalists
CUST_042492,687,1,34033.38,1,1,1,Lost Customers
CUST_042493,18,1,46691.92,5,1,1,Potential Loyalists
CUST_042494,71,4,191028.19,4,3,4,Loyal Customers
CUST_042495,245,2,14249.619999999999,1,1,1,Lost Customers
CUST_042496,390,5,82968.48999999999,1,3,2,At Risk
CUST_042497,25,8,93376.22,5,5,3,Loyal Customers
CUST_042498,212,3,175072.19,2,2,4,Lost Customers
CUST_042499,133,6,261824.22000000003,3,4,5,Champions
CUST_042500,4,6,143054.34,5,4,3,Loyal Customers
CUST_042501,81,7,374654.72000000003,3,5,5,Champions
CUST_042502,46,6,198087.88,4,4,4,Champions
CUST_042503,65,3,119769.98000000001,4,2,3,Potential Loyalists
CUST_042504,454,4,19318.79,1,3,1,At Risk
CUST_042505,302,6,128610.14,1,4,3,At Risk
CUST_042506,10,3,24873.4,5,2,1,Potential Loyalists
CUST_042507,418,1,38931.47,1,1,1,Lost Customers
CUST_042508,1,5,36686.18,5,3,1,Potential Loyalists
CUST_042509,151,5,89594.36,2,3,2,At Risk
CUST_042510,139,3,7661.469999999999,2,2,1,Lost Customers
CUST_042511,258,5,53775.42,1,3,2,At Risk
CUST_042512,167,8,170378.87,2,5,4,Champions
CUST_042513,416,3,99306.68,1,2,3,Lost Customers
CUST_042514,39,4,31218.050000000003,4,3,1,Potential Loyalists
CUST_042515,285,5,200678.19,1,3,4,At Risk
CUST_042516,181,2,52235.42,2,1,2,Lost Customers
CUST_042517,277,3,161082.6,1,2,4,Lost Customers
CUST_042518,30,1,66228.99,5,1,2,Potential Loyalists
CUST_042519,182,5,100273.38,2,3,3,At Risk
CUST_042520,120,6,167578.11000000002,3,4,4,Champions
CUST_042521,438,4,55665.86,1,3,2,At Risk
CUST_042522,460,2,28827.68,1,1,1,Lost Customers
CUST_042523,52,9,352477.51,4,5,5,Champions
CUST_042524,345,5,167545.31,1,3,4,At Risk
CUST_042525,34,8,329165.38,4,5,5,Champions
CUST_042526,16,3,84142.23000000001,5,2,2,Potential Loyalists
CUST_042527,228,9,55811.119999999995,2,5,2,At Risk
CUST_042528,195,5,152242.43,2,3,4,At Risk
CUST_042529,5,7,331507.04,5,5,5,Champions
CUST_042530,267,2,12776.279999999999,1,1,1,Lost Customers
CUST_042531,40,7,148495.27,4,5,4,Champions
CUST_042532,41,5,166116.14,4,3,4,Loyal Customers
CUST_042533,1,8,84372.68,5,5,2,Potential Loyalists
CUST_042534,113,8,216731.88999999998,3,5,4,Champions
CUST_042535,459,2,140329.68,1,1,3,Lost Customers
CUST_042536,467,4,89249.96,1,3,2,At Risk
CUST_042537,150,3,11747.65,2,2,1,Lost Customers
CUST_042538,76,9,386330.55,3,5,5,Champions
CUST_042539,100,4,131475.22,3,3,3,Loyal Customers
CUST_042540,136,7,250248.63,2,5,5,Champions
CUST_042541,442,4,20348.12,1,3,1,At Risk
CUST_042542,112,6,340938.02,3,4,5,Champions
CUST_042543,22,6,110687.06999999999,5,4,3,Loyal Customers
CUST_042544,8,6,418133.44,5,4,5,Champions
CUST_042545,165,9,397737.98,2,5,5,Champions
CUST_042546,109,7,62983.61,3,5,2,Others
CUST_042547,22,10,159477.03,5,5,4,Champions
CUST_042548,0,5,45028.57,5,3,1,Potential Loyalists
CUST_042549,84,5,34716.84,3,3,1,Others
CUST_042550,277,3,261634.03999999998,1,2,5,Lost Customers
CUST_042551,198,5,59476.68,2,3,2,At Risk
CUST_042552,28,9,49552.94,5,5,2,Potential Loyalists
CUST_042553,78,4,83084.58,3,3,2,Others
CUST_042554,83,3,49002.86,3,2,2,New Customers
CUST_042555,78,5,182934.02,3,3,4,Loyal Customers
CUST_042556,301,6,211952.57,1,4,4,Champions
CUST_042557,184,6,67746.04,2,4,2,At Risk
CUST_042558,176,3,49658.76,2,2,2,Lost Customers
CUST_042559,28,6,60492.09,5,4,2,Potential Loyalists
CUST_042560,14,11,239128.64,5,5,5,Champions
CUST_042561,52,4,31448.93,4,3,1,Potential Loyalists
CUST_042562,3,7,138485.75,5,5,3,Loyal Customers
CUST_042563,124,5,122926.09,3,3,3,Loyal Customers
CUST_042564,92,4,74769.19,3,3,2,Others
CUST_042565,154,6,46929.93,2,4,1,At Risk
CUST_042566,59,4,32811.34,4,3,1,Potential Loyalists
CUST_042567,200,6,229771.06,2,4,5,Champions
CUST_042568,8,7,126999.75,5,5,3,Loyal Customers
CUST_042569,245,6,86550.76,1,4,2,At Risk
CUST_042570,193,2,58965.18,2,1,2,Lost Customers
CUST_042571,102,1,1156.66,3,1,1,New Customers
CUST_042572,115,7,133458.41,3,5,3,Loyal Customers
CUST_042573,344,4,56736.83,1,3,2,At Risk
CUST_042574,47,7,271959.57,4,5,5,Champions
CUST_042575,72,8,209896.25,4,5,4,Champions
CUST_042576,95,7,306449.97,3,5,5,Champions
CUST_042577,21,6,107648.94,5,4,3,Loyal Customers
CUST_042578,123,8,85418.31,3,5,2,Others
CUST_042579,50,6,52474.89,4,4,2,Potential Loyalists
CUST_042580,369,2,6873.200000000001,1,1,1,Lost Customers
CUST_042581,8,8,382052.03,5,5,5,Champions
CUST_042582,27,7,319373.14,5,5,5,Champions
CUST_042583,43,4,158611.53,4,3,4,Loyal Customers
CUST_042584,16,6,88506.92,5,4,2,Potential Loyalists
CUST_042585,19,5,63843.950000000004,5,3,2,Potential Loyalists
CUST_042586,629,1,16620.4,1,1,1,Lost Customers
CUST_042587,87,3,33517.740000000005,3,2,1,New Customers
CUST_042588,17,5,443587.47000000003,5,3,5,Loyal Customers
CUST_042589,167,6,101448.87,2,4,3,At Risk
CUST_042590,225,4,61239.689999999995,2,3,2,At Risk
CUST_042591,24,9,274471.47000000003,5,5,5,Champions
CUST_042592,363,7,76206.63,1,5,2,At Risk
CUST_042593,156,6,112335.1,2,4,3,At Risk
CUST_042594,191,4,81566.22,2,3,2,At Risk
CUST_042595,18,5,144436.53,5,3,3,Loyal Customers
CUST_042596,196,6,155333.55,2,4,4,Champions
CUST_042597,540,3,48963.950000000004,1,2,2,Lost Customers
CUST_042598,8,7,281427.69,5,5,5,Champions
CUST_042599,75,5,234980.33,3,3,5,Loyal Customers
CUST_042600,74,4,38565.47,4,3,1,Potential Loyalists
CUST_042601,137,5,395711.81999999995,2,3,5,At Risk
CUST_042602,69,4,75697.82,4,3,2,Potential Loyalists
CUST_042603,15,5,99061.87,5,3,3,Loyal Customers
CUST_042604,59,7,366258.05000000005,4,5,5,Champions
CUST_042605,98,5,93341.51,3,3,3,Loyal Customers
CUST_042606,156,5,136120.19,2,3,3,At Risk
CUST_042607,452,1,7653.07,1,1,1,Lost Customers
CUST_042608,249,4,120297.33,1,3,3,At Risk
CUST_042609,88,6,86330.37,3,4,2,Others
CUST_042610,52,7,180298.86000000002,4,5,4,Champions
CUST_042611,26,8,141892.74,5,5,3,Loyal Customers
CUST_042612,41,9,266561.80000000005,4,5,5,Champions
CUST_042613,38,8,310590.26,4,5,5,Champions
CUST_042614,110,2,59300.1,3,1,2,New Customers
CUST_042615,151,5,63317.17,2,3,2,At Risk
CUST_042616,168,3,31777.370000000003,2,2,1,Lost Customers
CUST_042617,70,7,202811.79,4,5,4,Champions
CUST_042618,232,5,120444.31,2,3,3,At Risk
CUST_042619,242,6,77009.37,1,4,2,At Risk
CUST_042620,87,7,82201.11,3,5,2,Others
CUST_042621,399,4,94997.95999999999,1,3,3,At Risk
CUST_042622,6,2,20122.09,5,1,1,Potential Loyalists
CUST_042623,8,5,63252.01,5,3,2,Potential Loyalists
CUST_042624,25,3,86172.4,5,2,2,Potential Loyalists
CUST_042625,100,4,70719.45,3,3,2,Others
CUST_042626,88,6,121946.01999999999,3,4,3,Loyal Customers
CUST_042627,5,7,105729.34,5,5,3,Loyal Customers
CUST_042628,309,1,186618.27,1,1,4,Lost Customers
CUST_042629,85,7,137787.13999999998,3,5,3,Loyal Customers
CUST_042630,5,4,102811.09,5,3,3,Loyal Customers
CUST_042631,48,9,98956.26000000001,4,5,3,Loyal Customers
CUST_042632,198,4,76807.62000000001,2,3,2,At Risk
CUST_042633,69,3,468308.47000000003,4,2,5,Potential Loyalists
CUST_042634,80,6,149968.62,3,4,4,Champions
CUST_042635,10,4,184437.64,5,3,4,Loyal Customers
CUST_042636,253,7,112488.38,1,5,3,At Risk
CUST_042637,75,4,193571.72,3,3,4,Loyal Customers
CUST_042638,302,3,69979.48,1,2,2,Lost Customers
CUST_042639,50,11,361781.14,4,5,5,Champions
CUST_042640,2,9,341618.73,5,5,5,Champions
CUST_042641,79,8,181958.16,3,5,4,Champions
CUST_042642,278,1,30320.39,1,1,1,Lost Customers
CUST_042643,199,3,275589.95999999996,2,2,5,Lost Customers
CUST_042644,27,4,75472.01999999999,5,3,2,Potential Loyalists
CUST_042645,98,5,72725.56,3,3,2,Others
CUST_042646,351,2,11532.77,1,1,1,Lost Customers
CUST_042647,279,3,90959.70000000001,1,2,2,Lost Customers
CUST_042648,190,5,107255.17,2,3,3,At Risk
CUST_042649,147,1,65657.2,2,1,2,Lost Customers
CUST_042650,115,5,130717.9,3,3,3,Loyal Customers
CUST_042651,43,4,182531.24,4,3,4,Loyal Customers
CUST_042652,150,8,93525.19,2,5,3,At Risk
CUST_042653,667,1,99623.09,1,1,3,Lost Customers
CUST_042654,88,6,542644.71,3,4,5,Champions
CUST_042655,125,5,287393.86,3,3,5,Loyal Customers
CUST_042656,51,13,363275.92000000004,4,5,5,Champions
CUST_042657,110,4,115978.09999999999,3,3,3,Loyal Customers
CUST_042658,396,2,13475.369999999999,1,1,1,Lost Customers
CUST_042659,165,6,118319.51,2,4,3,At Risk
CUST_042660,108,5,198430.88,3,3,4,Loyal Customers
CUST_042661,221,5,83046.49,2,3,2,At Risk
CUST_042662,9,7,410890.95,5,5,5,Champions
CUST_042663,79,7,261706.52,3,5,5,Champions
CUST_042664,161,4,149834.66999999998,2,3,4,At Risk
CUST_042665,52,7,483284.53,4,5,5,Champions
CUST_042666,69,11,394482.15,4,5,5,Champions
CUST_042667,13,10,181975.34,5,5,4,Champions
CUST_042668,129,10,228062.18,3,5,5,Champions
CUST_042670,39,11,343572.55,4,5,5,Champions
CUST_042671,180,2,15326.869999999999,2,1,1,Lost Customers
CUST_042672,232,4,83352.98,2,3,2,At Risk
CUST_042673,21,8,107989.64000000001,5,5,3,Loyal Customers
CUST_042674,386,4,114871.81999999998,1,3,3,At Risk
CUST_042675,141,6,163444.16,2,4,4,Champions
CUST_042676,42,8,878365.11,4,5,5,Champions
CUST_042677,78,5,305219.76,3,3,5,Loyal Customers
CUST_042678,283,2,73856.31,1,1,2,Lost Customers
CUST_042679,171,9,253815.86,2,5,5,Champions
CUST_042680,255,1,3979.81,1,1,1,Lost Customers
CUST_042681,29,4,199847.41,5,3,4,Loyal Customers
CUST_042682,138,3,14138.08,2,2,1,Lost Customers
CUST_042683,207,5,92333.81,2,3,2,At Risk
CUST_042684,144,2,93304.47,2,1,3,Lost Customers
CUST_042685,340,2,37417.13,1,1,1,Lost Customers
CUST_042686,5,4,106348.18,5,3,3,Loyal Customers
CUST_042687,100,6,229998.38,3,4,5,Champions
CUST_042688,157,1,51074.67,2,1,2,Lost Customers
CUST_042689,108,2,20824.57,3,1,1,New Customers
CUST_042690,333,4,61955.58,1,3,2,At Risk
CUST_042691,19,3,84265.84000000001,5,2,2,Potential Loyalists
CUST_042692,68,5,62584.19,4,3,2,Potential Loyalists
CUST_042693,262,3,103794.18000000001,1,2,3,Lost Customers
CUST_042694,240,4,51689.77,1,3,2,At Risk
CUST_042695,383,2,160200.16,1,1,4,Lost Customers
CUST_042696,192,6,152862.09,2,4,4,Champions
CUST_042697,244,5,179618.05,1,3,4,At Risk
CUST_042698,140,6,111176.88,2,4,3,At Risk
CUST_042699,100,5,145327.77,3,3,4,Loyal Customers
CUST_042700,123,3,37586.63,3,2,1,New Customers
CUST_042701,147,5,37546.18,2,3,1,At Risk
CUST_042702,10,8,111981.14,5,5,3,Loyal Customers
CUST_042703,83,7,228694.56999999998,3,5,5,Champions
CUST_042704,44,5,145275.85,4,3,4,Loyal Customers
CUST_042705,163,9,145355.29,2,5,4,Champions
CUST_042706,112,6,99480.31,3,4,3,Loyal Customers
CUST_042707,57,4,133189.57,4,3,3,Loyal Customers
CUST_042708,136,4,33053.130000000005,2,3,1,At Risk
CUST_042709,36,4,59940.68,4,3,2,Potential Loyalists
CUST_042710,231,2,12200.93,2,1,1,Lost Customers
CUST_042711,238,2,11264.369999999999,1,1,1,Lost Customers
CUST_042712,5,5,398125.31,5,3,5,Loyal Customers
CUST_042713,57,10,117798.96,4,5,3,Loyal Customers
CUST_042714,5,8,80305.92,5,5,2,Potential Loyalists
CUST_042715,187,4,80366.79,2,3,2,At Risk
CUST_042716,218,4,14380.380000000001,2,3,1,At Risk
CUST_042717,73,6,59095.47,4,4,2,Potential Loyalists
CUST_042718,32,11,427195.16000000003,5,5,5,Champions
CUST_042719,155,4,38884.03,2,3,1,At Risk
CUST_042720,271,3,74530.31,1,2,2,Lost Customers
CUST_042721,149,6,224654.32,2,4,4,Champions
CUST_042722,30,4,33399.380000000005,5,3,1,Potential Loyalists
CUST_042723,58,2,61017.12,4,1,2,Potential Loyalists
CUST_042724,293,5,30339.940000000002,1,3,1,At Risk
CUST_042725,333,7,132840.82,1,5,3,At Risk
CUST_042726,164,6,51470.52,2,4,2,At Risk
CUST_042727,29,5,49908.7,5,3,2,Potential Loyalists
CUST_042728,50,5,170940.43,4,3,4,Loyal Customers
CUST_042729,109,6,251792.05,3,4,5,Champions
CUST_042730,40,4,58331.93,4,3,2,Potential Loyalists
CUST_042731,124,3,68568.56999999999,3,2,2,New Customers
CUST_042732,34,5,173537.91,4,3,4,Loyal Customers
CUST_042733,122,5,330920.03,3,3,5,Loyal Customers
CUST_042734,24,4,59873.7,5,3,2,Potential Loyalists
CUST_042735,92,1,62997.63,3,1,2,New Customers
CUST_042736,156,6,252540.16999999998,2,4,5,Champions
CUST_042737,285,5,194815.86000000002,1,3,4,At Risk
CUST_042738,299,5,82430.73,1,3,2,At Risk
CUST_042739,54,5,86713.83,4,3,2,Potential Loyalists
CUST_042740,6,5,18271.149999999998,5,3,1,Potential Loyalists
CUST_042741,43,3,78770.08,4,2,2,Potential Loyalists
CUST_042742,24,5,155123.09,5,3,4,Loyal Customers
CUST_042743,3,4,32398.96,5,3,1,Potential Loyalists
CUST_042744,159,4,110905.59,2,3,3,At Risk
CUST_042745,42,1,56285.17,4,1,2,Potential Loyalists
CUST_042746,230,5,164140.8,2,3,4,At Risk
CUST_042747,95,4,50608.22,3,3,2,Others
CUST_042748,63,4,25996.26,4,3,1,Potential Loyalists
CUST_042749,166,3,103263.4,2,2,3,Lost Customers
CUST_042750,142,4,161317.38,2,3,4,At Risk
CUST_042751,319,2,29087.33,1,1,1,Lost Customers
CUST_042752,79,6,42386.25,3,4,1,Others
CUST_042753,28,6,44099.83,5,4,1,Potential Loyalists
CUST_042754,105,5,144766.97,3,3,3,Loyal Customers
CUST_042755,31,6,114385.69,5,4,3,Loyal Customers
CUST_042756,97,6,126159.26999999999,3,4,3,Loyal Customers
CUST_042757,358,1,493.14,1,1,1,Lost Customers
CUST_042758,289,2,39711.990000000005,1,1,1,Lost Customers
CUST_042759,341,5,81679.44,1,3,2,At Risk
CUST_042760,10,10,362351.08,5,5,5,Champions
CUST_042761,104,9,208226.01,3,5,4,Champions
CUST_042762,31,9,237358.06,5,5,5,Champions
CUST_042763,97,7,401406.54000000004,3,5,5,Champions
CUST_042764,44,5,222517.21,4,3,4,Loyal Customers
CUST_042765,65,7,84045.63,4,5,2,Potential Loyalists
CUST_042766,145,4,60795.20999999999,2,3,2,At Risk
CUST_042767,0,7,256285.61,5,5,5,Champions
CUST_042768,12,2,13326.49,5,1,1,Potential Loyalists
CUST_042769,160,5,86290.59,2,3,2,At Risk
CUST_042770,18,3,158908.46,5,2,4,Potential Loyalists
CUST_042771,223,3,29585.340000000004,2,2,1,Lost Customers
CUST_042772,30,7,401319.0,5,5,5,Champions
CUST_042773,189,3,77159.12,2,2,2,Lost Customers
CUST_042774,18,6,182259.31,5,4,4,Champions
CUST_042775,53,8,93172.63,4,5,3,Loyal Customers
CUST_042776,190,6,151871.59,2,4,4,Champions
CUST_042777,68,4,25272.929999999997,4,3,1,Potential Loyalists
CUST_042778,76,7,444468.06000000006,3,5,5,Champions
CUST_042779,38,10,212666.43,4,5,4,Champions
CUST_042780,9,5,90600.01000000001,5,3,2,Potential Loyalists
CUST_042781,270,2,39766.19,1,1,1,Lost Customers
CUST_042782,32,4,99998.88,5,3,3,Loyal Customers
CUST_042783,721,1,1390.64,1,1,1,Lost Customers
CUST_042784,95,3,149032.77000000002,3,2,4,New Customers
CUST_042785,16,4,131396.86,5,3,3,Loyal Customers
CUST_042786,1,4,90780.61,5,3,2,Potential Loyalists
CUST_042787,42,4,125907.19,4,3,3,Loyal Customers
CUST_042788,136,3,5270.93,2,2,1,Lost Customers
CUST_042789,111,5,228733.24,3,3,5,Loyal Customers
CUST_042790,92,5,152007.97,3,3,4,Loyal Customers
CUST_042791,98,5,209195.43000000002,3,3,4,Loyal Customers
CUST_042792,28,2,70059.18,5,1,2,Potential Loyalists
CUST_042793,51,4,105846.23000000001,4,3,3,Loyal Customers
CUST_042794,37,5,22443.350000000002,4,3,1,Potential Loyalists
CUST_042795,334,4,86990.76,1,3,2,At Risk
CUST_042796,4,2,13647.009999999998,5,1,1,Potential Loyalists
